genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",334517,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during in the early 1960s.,2016-09-19,The Siege of Jadotville,7.3,165.0,Richie Smyth,"Jamie Dornan, Guillaume Canet, Mark Strong"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",375315,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",2016-06-24,The Salesman,7.1,158.0,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Babak Karimi"
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",369885,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",2016-11-17,Allied,6.6,1415.0,Robert Zemeckis,"Brad Pitt, Marion Cotillard, Jared Harris"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",324560,"In the menacing inferno of the old American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",2017-01-12,Brimstone,7.0,176.0,Martin Koolhoven,"Guy Pearce, Dakota Fanning, Carice van Houten"
"[{'id': 53, 'name': 'Thriller'}]",207932,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",2016-10-13,Inferno,5.7,2316.0,Ron Howard,"Tom Hanks, Felicity Jones, Omar Sy"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",331313,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,2016-10-20,Keeping Up with the Joneses,5.9,608.0,Greg Mottola,"Zach Galifianakis, Isla Fisher, Jon Hamm"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",335796,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,Ouija: Origin of Evil,5.8,735.0,Mike Flanagan,"Elizabeth Reaser, Annalise Basso, Lulu Wilson"
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",136799,"Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known.",2016-10-13,Trolls,6.7,1054.0,Mike Mitchell,"Anna Kendrick, Justin Timberlake, Zooey Deschanel"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",286567,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",2016-10-14,Max Steel,5.1,234.0,Stewart Hendler,"Ben Winchell, Josh Brener, Ana Villafañe"
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",402298,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",2016-09-30,Denial,6.5,161.0,Mick Jackson,"Rachel Weisz, Tom Wilkinson, Timothy Spall"
"[{'id': 28, 'name': 'Action'}]",343611,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",2016-10-19,Jack Reacher: Never Go Back,5.3,1843.0,Edward Zwick,"Tom Cruise, Cobie Smulders, Aldis Hodge"
"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",410718,"A look at how climate change affects our environment and what society can do prevent the demise of endangered species, ecosystems, and native communities across the planet.",2016-10-21,Before the Flood,7.9,200.0,Fisher Stevens,"Leonardo DiCaprio, Bill Clinton, John Kerry"
"[{'id': 18, 'name': 'Drama'}]",334541,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",2016-11-18,Manchester by the Sea,7.5,1553.0,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler"
"[{'id': 18, 'name': 'Drama'}]",334543,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",2016-11-24,Lion,8.0,1699.0,Garth Davis,"Sunny Pawar, Dev Patel, Rooney Mara"
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",397243,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the beautiful young ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",2016-12-21,The Autopsy of Jane Doe,6.3,799.0,André Øvredal,"Emile Hirsch, Brian Cox, Ophelia Lovibond"
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",338964,"Fueled by cheap whiskey, greed and hatred, Willie Soke teams up with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman, a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother, who raises the bar for the gang's ambitions, while somehow lowering the standards of criminal behavior.",2016-11-23,Bad Santa 2,5.0,216.0,Mark Waters,"Billy Bob Thornton, Kathy Bates, Brett Kelly"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",340402,A dysfunctional family gathers together for their first Christmas since their mom died.,2016-11-11,Almost Christmas,5.4,195.0,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",345920,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016-12-06,Collateral Beauty,6.9,1553.0,David Frankel,"Will Smith, Edward Norton, Kate Winslet"
"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",339396,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",2016-11-11,True Memoirs of an International Assassin,5.8,230.0,Jeff Wadlow,"Kevin James, Maurice Compte, Andy García"
"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}]",392142,"In this WW2 epic comedy – in the vein of “La Grande Vadrouille” – our two heroes, Max and Léon, two lazy and partier pals, will try by all possible means to avoid going in the battle zone… This will lead the duo to demented and wild adventures.",2016-11-01,Max & Leon,6.7,202.0,Jonathan Barré,"Grégoire Ludig, David Marsais, Bernard Farcy"
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",355338,"Riley, now 12, is hanging out at home with her parents in San Francisco when potential trouble comes knocking: a boy shows up at the door.",2015-11-03,Riley's First Date?,7.2,188.0,Josh Cooley,"Amy Poehler, Phyllis Smith, Bill Hader"
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",279229,"Gwen has just discovered, that she's the final member of the secret time-traveling Circle of Twelve. Now she has to juggle with constant trips to the past, her relationships with Gideon and figuring out dark secrets surrounding the Circle.",2014-08-14,Sapphire Blue,6.9,287.0,Felix Fuchssteiner,"Maria Ehrich, Jannis Niewöhner, Josefine Preuß"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",329981,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",2016-11-11,Shut In,4.8,162.0,Farren Blackburn,"Naomi Watts, Oliver Platt, David Cubitt"
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",378064,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2016-09-17,A Silent Voice,8.1,157.0,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki"
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",277834,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",2016-11-23,Moana,7.3,3471.0,Ron Clements,"Auli'i Cravalho, Dwayne Johnson, Rachel House"
"[{'id': 18, 'name': 'Drama'}]",376866,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",2016-12-02,Jackie,6.5,737.0,Pablo Larraín,"Natalie Portman, Peter Sarsgaard, Greta Gerwig"
"[{'id': 35, 'name': 'Comedy'}]",384682,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand.",2016-11-25,Office Christmas Party,5.4,541.0,Josh Gordon,"Jason Bateman, Olivia Munn, T.J. Miller"
"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",365942,A young man raised by scientists on Mars returns to Earth to find his father.,2017-01-26,The Space Between Us,7.2,564.0,Peter Chelsom,"Asa Butterfield, Britt Robertson, Carla Gugino"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,2016-12-14,Rogue One: A Star Wars Story,7.4,5111.0,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",353979,"A man imprisons the woman he's still obsessed with after years apart, then finds the tables turned on him.",2016-09-24,Pet,5.9,193.0,Carles Torrens,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",259695,A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.,2016-12-25,Live by Night,6.2,416.0,Ben Affleck,"Ben Affleck, Elle Fanning, Brendan Gleeson"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",381288,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",2016-11-15,Split,7.0,4461.0,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley"
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",346672,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",2016-11-28,Underworld: Blood Wars,5.2,1619.0,Anna Foerster,"Kate Beckinsale, Theo James, Lara Pulver"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",376290,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,2016-11-25,Miss Sloane,7.2,317.0,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw"
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",274870,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",2016-12-21,Passengers,6.7,4134.0,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen"
"[{'id': 18, 'name': 'Drama'}]",381284,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",2016-12-10,Hidden Figures,7.8,2178.0,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monae"
"[{'id': 18, 'name': 'Drama'}]",393457,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",2016-12-16,Fences,6.7,750.0,Denzel Washington,"Denzel Washington, Viola Davis, Stephen Henderson"
"[{'id': 18, 'name': 'Drama'}]",332979,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",2016-11-04,Bleed for This,6.7,192.0,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal"
"[{'id': 18, 'name': 'Drama'}]",342737,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",2016-12-25,20th Century Women,7.3,213.0,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",311324,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,2016-12-16,The Great Wall,5.8,1465.0,Zhang Yimou,"Matt Damon, Jing Tian, Willem Dafoe"
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",310307,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",2016-11-24,The Founder,7.0,855.0,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch"
"[{'id': 35, 'name': 'Comedy'}]",356305,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,2016-12-22,Why Him?,6.3,1203.0,John Hamburg,"Bryan Cranston, James Franco, Zoey Deutch"
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",335797,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016-11-23,Sing,6.8,2363.0,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",121856,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",2016-12-21,Assassin's Creed,5.4,2776.0,Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jeremy Irons"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",381289,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,2017-01-19,A Dog's Purpose,6.6,657.0,Lasse Hallström,"Dennis Quaid, Britt Robertson, Josh Gad"
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",195590,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Munich's autobahns.",2016-08-04,Collide,5.5,164.0,Eran Creevy,"Nicholas Hoult, Felicity Jones, Anthony Hopkins"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",388399,"An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.",2016-12-12,Patriots Day,6.8,631.0,Peter Berg,"Mark Wahlberg, John Goodman, J.K. Simmons"
"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",334524,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",2016-12-22,Gold,6.6,403.0,Stephen Gaghan,"Matthew McConaughey, Bryce Dallas Howard, Edgar Ramírez"
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",342473,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",2016-12-14,Ballerina,7.1,415.0,Eric Summer,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen"
"[{'id': 35, 'name': 'Comedy'}]",345922,"When one school teacher gets the other fired, he is challenged to an after-school fight.",2017-02-16,Fist Fight,6.2,339.0,Richie Keen,"Charlie Day, Ice Cube, Tracy Morgan"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",262841,"Looking for any way to get away from the life and town he was born into, Tripp, a high school senior, builds a Monster Truck from bits and pieces of scrapped cars. After an accident at a nearby oil-drilling site displaces a strange and subterranean creature with a taste and a talent for speed, Tripp may have just found the key to getting out of town and a most unlikely friend.",2016-12-21,Monster Trucks,6.0,209.0,Chris Wedge,"Lucas Till, Jane Levy, Amy Ryan"
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",324542,"Undercover Las Vegas police officer Vincent Downs is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters kidnaps Downs’ teenage son. In one sleepless night he will have to rescue his son, evade an internal affairs investigation and bring the kidnappers to justice.",2017-01-12,Sleepless,5.8,345.0,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Dermot Mulroney"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",340837,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",2017-02-15,A Cure for Wellness,6.0,939.0,Gore Verbinski,"Dane DeHaan, Jason Isaacs, Mia Goth"
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",404378,"Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",2016-11-04,A Street Cat Named Bob,7.5,195.0,Roger Spottiswoode,"Luke Treadaway, Ruta Gedmintas, Joanne Froggatt"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",47971,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",2017-01-13,xXx: Return of Xander Cage,5.5,1497.0,D.J. Caruso,"Vin Diesel, Ice Cube, Samuel L. Jackson"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",292280,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",2017-01-12,The Bye Bye Man,5.1,262.0,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas"
"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",324849,"In the irreverent spirit of fun that made “The Lego Movie” a worldwide phenomenon, the self-described leading man of that ensemble—Lego Batman—stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker’s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.",2017-02-08,The Lego Batman Movie,7.2,1473.0,Chris McKay,"Will Arnett, Zach Galifianakis, Michael Cera"
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",377263,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.",2016-09-07,Frantz,7.5,168.0,François Ozon,"Paula Beer, Pierre Niney, Ernst Stötzner"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",411088,"""The Invisible Guest” turns on a young businessman who wakes up in a hotel room locked from the inside with the dead body of his lover next to him. He hires a prestigious lawyer, and over one night they work together to clarify what happened in a frenetic race against time.",2016-12-15,The Invisible Guest,8.1,395.0,Oriol Paulo,"Mario Casas, José Coronado, Bárbara Lennie"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",211387,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",2013-09-08,Marvel One-Shot: Agent Carter,7.5,183.0,Louis D'Esposito,"Hayley Atwell, Dominic Cooper, Greg Haines"
"[{'id': 27, 'name': 'Horror'}]",14564,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",2017-02-01,Rings,4.8,1075.0,F. Javier Gutiérrez,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki"
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",393519,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",2016-10-07,Raw,7.0,451.0,Julia Ducournau,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella"
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",324552,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",2017-02-08,John Wick: Chapter 2,6.7,2924.0,Chad Stahelski,"Keanu Reeves, Common, Laurence Fishburne"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",419430,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",2017-02-24,Get Out,7.2,2978.0,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford"
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",263115,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",2017-02-28,Logan,7.6,6310.0,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",293167,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",2017-03-08,Kong: Skull Island,6.2,3161.0,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",180863,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",2017-01-27,T2 Trainspotting,7.1,795.0,Danny Boyle,"Ewan McGregor, Jonny Lee Miller, Ewen Bremner"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",397837,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",2017-03-02,Before I Fall,6.8,651.0,Ry Russo-Young,"Zoey Deutch, Halston Sage, Logan Miller"
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",341006,"In a twisted social experiment, a group of 80 Americans are locked in their high-rise corporate office in Bogotá, Colombia and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",2016-03-17,The Belko Experiment,6.1,269.0,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",416477,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",2017-06-23,The Big Sick,7.7,249.0,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter"
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",425591,"When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",2017-01-19,I Don't Feel at Home in This World Anymore,6.5,222.0,Macon Blair,"Melanie Lynskey, Elijah Wood, David Yow"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",369778,"The history of the clown Chocolate, the first black circus artist in France, which has a great success in the late 19th century.",2016-02-03,Chocolat,7.0,219.0,Roschdy Zem,"Omar Sy, James Thiérrée, Clotilde Hesme"
